2 698
-6360.954130 2110.996365 263
-6535.134251 1221.150227 264
1938.929998 -909.352661 265
5950.657521 511.484268 266
5145.088692 2013.646652 267
-5474.863696 -830.085087 268
3898.738651 2470.923592 269
1304.277732 -236.134729 270
6704.001478 2412.338657 271
2893.874307 2900.549728 272
2191.790539 -2233.017859 273
-1368.214038 -262.209018 274
3336.641127 338.374805 275
-5038.742802 1559.657176 276
5255.003402 1405.642632 277
3281.584728 -1550.862111 278
-6214.974291 -764.786167 279
-5903.259921 -1301.245864 280
5009.126310 1362.817215 281
-5641.137686 -2019.121003 282
1209.316950 -2352.801061 283
5980.262329 2060.707194 284
-1059.307080 -3571.289739 285
6206.861219 -4767.137191 286
-6331.708714 4292.159084 287
3381.154235 -2280.295514 288
3868.535026 -2021.062615 289
-1568.379107 3363.767953 290
3433.114647 -910.884983 291
-5685.497283 -2312.001360 292
-6900.126265 1716.158602 293
3177.937714 -1131.476295 294
-3885.269633 -35.711513 295
-6450.766093 3288.875227 296
2005.119111 856.031109 297
5060.492495 -290.020463 298
-160.330176 -525.950950 299
-4470.235220 3234.124334 300
-5621.588168 -1219.098931 301
897.992213 644.323232 302
-4902.658573 2134.866062 303
1951.867193 2231.081746 304
-2738.968083 -4604.977943 305
-1151.843592 3706.231000 306
2637.120667 -124.018121 307
3670.389093 -134.432487 308
-1860.382770 -1272.723542 309
6570.138705 2982.322502 310
-5470.467792 1455.723718 311
1706.937563 -2477.429175 312
6641.970492 2540.681400 313
5264.503911 1147.735345 314
3262.752169 -1211.754462 315
5589.601079 1103.174371 316
-4512.819008 3241.728536 317
6346.823244 1653.021265 318
3226.427376 1572.705742 319
4768.601627 -4697.833961 320
-1614.981898 -3032.640735 321
-141.328630 739.485516 322
1180.380714 2751.923682 323
1792.112250 -1944.235968 324
1668.509585 3043.605300 325
-4245.734844 2302.069903 326
-5443.831178 1506.220699 327
-5810.370943 -612.528377 328
5432.703945 2893.322575 329
3001.393294 1199.072469 330
-7324.547789 -3653.952789 331
4578.312010 1913.924202 332
-439.511445 572.778988 333
2747.256248 -1945.010358 334
-6076.418056 -17.375526 335
-2823.595080 -3745.908840 336
-2331.762631 300.029374 337
-46.193309 -2654.332133 338
-1178.768849 1656.274137 339
-200.805181 -4131.173430 340
-3757.910125 3452.031932 341
-4005.234535 -805.288376 342
-3637.985865 -4880.392631 343
-5342.893816 3692.888124 344
-5554.899647 2052.770804 345
-5556.726819 1771.748671 346
-6970.979243 383.192919 347
4019.683760 -3436.704086 348
999.702099 93.118544 349
-1092.100699 -3599.496963 350
6520.256860 2423.368850 351
-6112.003435 -900.620462 352
824.370480 -90.746809 353
-3750.875574 -1554.189406 354
5006.474973 -1001.834402 355
-3310.395638 -4706.592725 356
3568.046146 2117.214924 357
-6748.277944 1177.832846 358
2489.712643 3217.699568 359
6798.212859 2828.951613 360
-6412.193718 1146.608611 361
-3759.168909 559.126706 362
-1970.667020 -1755.481658 363
-3773.805779 3156.941384 364
-3673.480549 747.880801 365
1220.480709 -2042.123360 366
5508.210770 -1422.366453 367
-4853.049836 3031.308537 368
4228.219182 1723.434344 369
-6381.007677 -2175.557560 370
-4424.625254 2014.060074 371
5490.707508 1506.416658 372
-2875.036723 -2364.769091 373
2372.900483 243.254108 374
3326.228301 1407.698125 375
2201.194737 -1743.532136 376
3984.204081 -530.359617 377
2265.156642 269.943405 378
-6120.521636 1763.561433 379
-4911.491453 -1159.265934 380
1253.476975 2067.575878 381
-837.928766 676.700968 382
4494.753293 -4125.182945 383
1667.170560 -4566.849553 384
6701.512796 -668.504753 385
-3465.542393 2934.921314 386
-6959.986854 2854.786612 387
4224.275250 3452.581408 388
3850.659442 -224.157066 389
4167.912063 2583.284842 390
2743.622626 2021.339501 391
2413.623609 2474.563843 392
-1674.632504 -2250.765686 393
-6334.354788 1118.736665 394
-1038.536524 -1586.406643 395
20.281259 78.637394 396
-1173.350866 -904.841462 397
-3807.297507 -343.513213 398
-2987.489190 3329.839471 399
-4251.282997 159.531754 400
511.830205 2399.758535 401
4881.672853 -4897.311660 402
-5441.088796 1550.721502 403
-3694.269116 -4037.985532 404
1940.792219 -2405.304289 405
4390.332059 -3362.472775 406
-360.144653 710.098127 407
5448.911888 -183.838637 408
-4517.402896 -789.219080 409
-771.038793 -2921.626608 410
-5018.947984 -2449.126739 411
5822.717909 1364.459210 412
-4500.813426 -865.878127 413
503.607205 -3210.895454 414
-955.789221 -4190.224730 415
1058.128607 -1594.049961 416
-2967.442489 637.875946 417
1124.830850 2715.845987 418
7862.571560 -4374.884774 419
5098.008082 -259.509114 420
4096.311895 -116.034276 421
-3773.390134 -2057.845773 422
-4524.812989 -1724.144780 423
6313.414074 -197.923587 424
5624.345110 741.179841 425
-5823.511648 4453.918830 426
-2433.531206 -4259.448943 427
3899.735503 -2470.781266 428
128.272320 2364.656504 429
5366.488435 249.608393 430
-3277.506823 475.066508 431
5418.298084 339.642849 432
4239.404345 -418.823870 433
6195.547373 414.050035 434
-487.348045 3587.766157 435
-2115.859243 -4416.639085 436
-6479.898030 2832.184352 437
3159.290659 2065.672950 438
-5900.882050 2991.890878 439
4598.227339 2002.440022 440
-6029.289960 465.980901 441
6157.434175 2748.526772 442
3050.934253 2314.847777 443
-1397.954697 202.537026 444
3361.949571 -3516.054695 445
-6548.850995 -2622.151579 446
-6026.908079 -3293.953178 447
-1535.989270 1277.138459 448
1699.022070 -481.584555 449
-1648.463222 -4590.549058 450
-3471.774239 -1587.829989 451
4023.174075 2483.438558 452
-6639.151509 1930.348468 453
-6435.137841 -779.330756 454
2744.477843 -1573.612148 455
7253.641472 1322.645061 456
1674.399328 -2587.501912 457
-3459.008280 -16.873713 458
-6554.054047 3739.947216 459
4186.881097 876.416864 460
5313.461453 -1105.167163 461
-6106.045246 425.821183 462
-4982.424970 -4895.070492 463
1760.003258 -4879.956165 464
6266.056360 2963.477255 465
-6240.458236 -819.953602 466
3112.338100 1465.564296 467
6137.675659 -2242.325751 468
-1600.178185 3216.650070 469
2850.583364 2267.247191 470
-6279.163815 -4773.192539 471
5449.028853 3358.732840 472
-1803.710491 -2375.624852 473
2367.138565 -4545.953023 474
478.820872 -3305.989625 475
-1772.923042 3454.978610 476
6462.937963 2658.098025 477
-3949.079914 996.565264 478
3929.406527 71.354859 479
-4928.719421 2504.786662 480
5346.588708 -1331.764576 481
2246.272172 -2766.316935 482
3700.314672 -162.278438 483
5566.261900 -691.864919 484
-5423.217737 -1240.841043 485
-5754.880537 -698.390874 486
2863.308015 -1951.227655 487
5444.657957 493.388876 488
-4098.501089 -1659.859256 489
-5613.616703 3678.130545 490
6413.505529 -94.857406 491
4812.755876 -1568.529451 492
6665.175007 1754.670901 493
4641.868954 2334.423973 494
-6910.684601 -1424.172621 495
3303.716894 1136.011787 496
5101.147369 2096.799199 497
6057.802046 3019.993417 498
-7230.183375 -3503.877668 499
3388.726414 424.715141 500
-6667.914760 1954.529879 501
4503.938094 2539.633319 502
-3567.633864 3706.205841 503
2249.288923 1261.456226 504
6101.695135 -677.799199 505
-4570.912949 -4946.556617 506
1456.557925 164.519474 507
-316.721871 964.397804 508
2548.220686 -2415.675599 509
-5558.602619 420.692059 510
1934.413916 -2582.087737 511
-2454.521177 922.796195 512
5278.554377 -492.869028 513
-4584.150707 -203.604991 514
4439.343531 2649.117396 515
-2621.807380 -2650.237734 516
-5655.748217 3886.098383 517
-83.781597 -4222.069185 518
6273.927892 2819.215986 519
-4840.328462 -1047.787539 520
705.657621 -3319.439093 521
1549.929779 1756.185221 522
-6787.640407 2850.759424 523
-2300.612203 2634.596251 524
3647.100527 -5283.257744 525
-6755.493618 3338.280996 526
816.286979 -2593.089379 527
-2386.512035 -4342.870551 528
-52.263805 257.338979 529
-1887.867346 -2201.955368 530
-2712.981064 -612.528922 531
2589.890171 -3311.992113 532
-4413.935359 2939.607550 533
-2396.122789 -4495.493256 534
4222.757521 -3909.924656 535
-5000.453620 2832.013272 536
538.443424 2811.045998 537
7436.736120 -713.103435 538
-2442.018583 -4627.313572 539
5459.306242 1549.592800 540
533.699504 2381.345579 541
-3466.122007 -4018.032472 542
3500.734983 192.889311 543
6696.817601 1032.735946 544
3329.849145 2887.732883 545
-4048.876834 -1259.698622 546
-5726.942229 1825.857704 547
6080.868404 2167.839122 548
3629.523969 534.780282 549
3699.559202 -524.589441 550
5351.120097 -956.216362 551
2119.785512 1739.856442 552
-6944.048786 1247.952950 553
5694.734801 2561.475609 554
5695.171337 -1690.412588 555
-7516.562812 -3575.207291 556
-2597.746757 3971.622702 557
-1405.384842 -4582.141822 558
-4256.233233 -761.465511 559
4514.946763 1841.003092 560
-1814.257257 -1127.801767 561
2734.657462 -3184.558959 562
-4411.044327 -1722.064212 563
3639.229737 2276.792502 564
-5041.714961 733.983589 565
-6638.142805 3308.407639 566
5513.670243 1376.629334 567
5067.188802 3140.830670 568
3063.489321 1554.993730 569
3986.084621 -516.432371 570
7453.860622 -4902.337898 571
-3634.782849 -2777.526957 572
2797.438126 2805.007175 573
3235.077191 1815.731478 574
5172.164118 2904.404281 575
5423.519785 2902.881802 576
-2934.306224 -1439.878975 577
-2546.742385 -655.627881 578
-4083.207535 878.364737 579
-6954.730498 2489.952839 580
-6907.112913 2827.116982 581
-4063.498003 3934.419535 582
5504.497420 -702.422492 583
4450.561616 2649.688879 584
-206.370599 -3579.179637 585
0.627159 2932.538916 586
-5767.214745 963.160799 587
186.209679 1692.000637 588
3780.840287 1536.371537 589
5544.531712 2560.978928 590
-7714.104770 -3681.790173 591
-3499.106544 -511.553176 592
-326.656309 -3958.990628 593
4678.384587 762.258018 594
7632.310885 -2870.386135 595
-3291.750503 3439.222736 596
3573.741151 2625.771393 597
-7275.890313 -232.014701 598
5852.640823 1265.811550 599
1158.949768 -1023.375926 600
3264.908957 1583.775756 601
-321.382386 -2561.423505 602
-4474.067574 3466.078971 603
4834.380375 2800.238281 604
5563.551241 2891.424272 605
1119.765953 -2688.757011 606
3759.904265 -397.300337 607
-4241.662410 500.952775 608
1519.601784 -445.516777 609
4065.287916 3043.406155 610
1158.610721 -4125.852056 611
-584.513558 2863.325280 612
-5783.829384 -4488.775735 613
-5555.340136 1169.976746 614
5837.664918 3021.394594 615
-4541.934632 168.464533 616
-724.020478 2764.636049 617
-2917.085899 2476.180464 618
-6981.744046 1139.297744 619
5017.952710 3129.105004 620
2031.385570 -2805.240532 621
1190.771927 1243.060430 622
3758.229217 1545.552266 623
-1066.417301 -3218.307855 624
-3749.303956 249.572870 625
2237.072162 -11.157920 626
2674.315459 -4683.403231 627
-1027.432466 741.007345 628
5533.181520 741.353204 629
-1373.803635 2584.216004 630
4744.303478 -2408.715802 631
-4457.389184 3423.262081 632
-1483.053420 -3971.791035 633
-3846.174378 -3203.074386 634
-6650.804898 2288.205320 635
-3284.365272 3889.161966 636
-1941.573556 -3555.863044 637
2412.605190 -422.338937 638
-6427.698842 590.501298 639
1018.847406 568.514252 640
1661.570180 -3412.723277 641
-933.625861 1653.230136 642
-5449.052584 1168.625942 643
-2078.712119 -3509.440255 644
7273.677471 -2770.824776 645
-4186.748309 1358.143068 646
4008.035988 -410.005771 647
3112.738850 2958.954879 648
6610.648331 2441.968879 649
2234.301150 -1893.032353 650
3213.257801 -652.627306 651
328.724036 -4807.717520 652
-4852.446592 3382.150713 653
5053.312991 -1065.897065 654
-5470.512700 3862.024122 655
4795.811857 1501.220038 656
4883.491436 1567.512728 657
3303.837279 -2097.237088 658
5108.614999 -25.625843 659
-4341.893584 552.721893 660
5523.324796 624.635185 661
-7250.792909 630.313772 662
4064.302890 3426.645126 663
361.341522 1592.061486 664
1664.062122 -4520.324462 665
-3060.481591 -1702.265315 666
-3202.351023 2010.290708 667
636.267165 2811.339412 668
-5920.257291 997.831070 669
6735.977296 2278.178275 670
-5279.999117 1306.694405 671
-7268.691568 -401.629121 672
1359.350710 -4043.746950 673
-5131.719799 289.430471 674
-2463.827031 -280.486008 675
-4656.787774 -2094.275426 676
7433.000296 -2555.557067 677
1305.776835 989.234387 678
3791.697029 -3085.451008 679
1441.782713 3123.082811 680
951.522992 1526.054506 681
-296.360113 295.892272 682
310.273359 -3286.629531 683
1739.522313 -1489.079181 684
-4653.839467 851.810969 685
2010.685672 -2203.073713 686
627.001311 -207.090293 687
3804.103183 1383.102115 688
-3127.382852 -4694.136061 689
1140.042818 3010.806680 690
-2948.536485 -2419.413196 691
-5328.873359 2847.921963 692
3278.076799 -3676.192528 693
5226.395244 -3840.098431 694
-6835.772303 1229.141943 695
-2924.608128 2012.815610 696
2384.713007 413.322915 697
